context,id_a,id_b,title_a,title_b,key_a,key_b,grid_dist_3d,cosine_sim,harmonic_tier,edge_kind,edge_strength,is_thread
pool-party,8,37,DJs Gotta Dance More feat. Todd Terry (Extended),Masala (Pablo Fierro Remix),10A,7A,2.2888,0.3189,,none,0,0
pool-party,8,39,DJs Gotta Dance More feat. Todd Terry (Extended),Never Sleep Again (Keinemusik Remix),10A,6A,1.1035,0.5068,,none,0,0
pool-party,8,40,DJs Gotta Dance More feat. Todd Terry (Extended),Neverender (Extended),10A,11A,3.1623,0.3454,adjacent,harmonic,0.7,1
pool-party,8,43,DJs Gotta Dance More feat. Todd Terry (Extended),Ocean Drive (Extended Mix),10A,1A,1.4457,0.402,,none,0,0
pool-party,8,46,DJs Gotta Dance More feat. Todd Terry (Extended),Preach The World (Original Mix),10A,12A,2.19,0.4536,,none,0,0
pool-party,8,47,DJs Gotta Dance More feat. Todd Terry (Extended),Promiscuous [AV Edit],10A,3A,1.4142,0.3948,,none,0,0
pool-party,8,54,DJs Gotta Dance More feat. Todd Terry (Extended),Slow Down (James Cole Remix),10A,9A,1.8028,0.3469,adjacent,harmonic,0.7,1
pool-party,8,56,DJs Gotta Dance More feat. Todd Terry (Extended),Sordid Affair (Maceo Plex Mix),10A,3A,1.1602,0.4548,,none,0,0
pool-party,8,57,DJs Gotta Dance More feat. Todd Terry (Extended),Stones Throw (Original Mix),10A,8A,1.4457,0.5244,,none,0,0
pool-party,8,62,DJs Gotta Dance More feat. Todd Terry (Extended),The Way You Move (Original Mix),10A,5A,2.2561,0.4688,,none,0,0
pool-party,8,63,DJs Gotta Dance More feat. Todd Terry (Extended),There's Never Been (No One Like You)(P's Sunrise Edit),10A,10B,1.4457,0.7201,,none,0,0
pool-party,8,66,DJs Gotta Dance More feat. Todd Terry (Extended),Walk The Line (Extended Mix),10A,9A,1.4457,0.5497,adjacent,harmonic,0.7,1
pool-party,8,69,DJs Gotta Dance More feat. Todd Terry (Extended),What Can I Do,10A,8A,1,0.6359,,none,0,0
pool-party,8,70,DJs Gotta Dance More feat. Todd Terry (Extended),What I Might Do,10A,5A,2.2042,0.3839,,none,0,0
pool-party,8,72,DJs Gotta Dance More feat. Todd Terry (Extended),Where the Subtle Meets Infinity (Original Mix),10A,1A,2.2361,0.7263,,none,0,0
pool-party,10,12,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Escape feat. Hayla (Extended Mix),8A,8A,0.6344,0.4528,same,harmonic,1,1
pool-party,10,13,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),8A,11A,0.5,0.5121,,none,0,0
pool-party,10,15,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Feel The Game (Extended Remix),8A,1A,0.5832,0.7127,,none,0,0
pool-party,10,17,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Final Credits (Original Mix),8A,4A,0.7629,0.6871,,none,0,0
pool-party,10,18,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Give Life Back to Music (Original Mix),8A,8A,0.5544,0.7188,same,harmonic,1,1
pool-party,10,20,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Hit The Ground  (Extended Mix),8A,6A,0.5832,0.7686,,none,0,0
pool-party,10,22,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),I Remember (Original Mix),8A,10A,0.7899,0.7112,,none,0,0
pool-party,10,24,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Illusory (Extended Mix),8A,1A,0.587,0.7817,,none,0,0
pool-party,10,25,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),It's A Memory (Amtrac Remix),8A,2A,0.5832,0.7281,,none,0,0
pool-party,10,29,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Just a Bitter Love,8A,6A,0.3655,0.8625,,none,0,0
pool-party,10,32,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Love Somebody Else Feat. Joi Cardwell (Original Mix),8A,12B,0.5832,0.3403,,none,0,0
pool-party,10,35,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Lying Together,8A,2A,1.0478,0.919,,none,0,0
pool-party,10,37,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Masala (Pablo Fierro Remix),8A,7A,0.6344,0.6148,adjacent,harmonic,0.7,1
pool-party,10,39,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Never Sleep Again (Keinemusik Remix),8A,6A,0.7903,0.6199,,none,0,0
pool-party,10,40,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Neverender (Extended),8A,11A,1.5298,0.6657,,none,0,0
pool-party,10,43,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Ocean Drive (Extended Mix),8A,1A,0.7815,0.3632,,none,0,0
pool-party,10,46,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Preach The World (Original Mix),8A,12A,0.838,0.723,,none,0,0
pool-party,10,47,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Promiscuous [AV Edit],8A,3A,0.5832,0.3607,,none,0,0
pool-party,10,54,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Slow Down (James Cole Remix),8A,9A,0.7682,0.611,adjacent,harmonic,0.7,1
pool-party,10,56,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Sordid Affair (Maceo Plex Mix),8A,3A,0.714,0.5639,,none,0,0
pool-party,10,57,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Stones Throw (Original Mix),8A,8A,0.5,0.3405,same,harmonic,1,1
pool-party,10,62,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),The Way You Move (Original Mix),8A,5A,0.7815,0.4496,,none,0,0
pool-party,10,63,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),There's Never Been (No One Like You)(P's Sunrise Edit),8A,10B,0.7815,0.805,,none,0,0
pool-party,10,66,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Walk The Line (Extended Mix),8A,9A,0.5,0.4261,adjacent,harmonic,0.7,1
pool-party,10,69,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),What Can I Do,8A,8A,1.1577,0.5657,same,harmonic,1,1
pool-party,10,70,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),What I Might Do,8A,5A,0.7452,0.4956,,none,0,0
pool-party,10,72,Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),Where the Subtle Meets Infinity (Original Mix),8A,1A,0.5832,0.6667,,none,0,0
pool-party,12,13,Escape feat. Hayla (Extended Mix),Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),8A,11A,1.1006,0.7096,,none,0,0
pool-party,12,15,Escape feat. Hayla (Extended Mix),Feel The Game (Extended Remix),8A,1A,1.2173,0.2733,,none,0,0
pool-party,12,17,Escape feat. Hayla (Extended Mix),Final Credits (Original Mix),8A,4A,0.5348,0.7748,,none,0,0
pool-party,12,18,Escape feat. Hayla (Extended Mix),Give Life Back to Music (Original Mix),8A,8A,0.8565,0.6651,same,harmonic,1,1
pool-party,12,20,Escape feat. Hayla (Extended Mix),Hit The Ground  (Extended Mix),8A,6A,1.2173,0.2406,,none,0,0
pool-party,12,22,Escape feat. Hayla (Extended Mix),I Remember (Original Mix),8A,10A,0.763,0.7999,,none,0,0
pool-party,12,24,Escape feat. Hayla (Extended Mix),Illusory (Extended Mix),8A,1A,0.6071,0.3074,,none,0,0
pool-party,12,25,Escape feat. Hayla (Extended Mix),It's A Memory (Amtrac Remix),8A,2A,0.9607,0.6311,,none,0,0
pool-party,12,29,Escape feat. Hayla (Extended Mix),Just a Bitter Love,8A,6A,0.9501,0.452,,none,0,0
pool-party,12,32,Escape feat. Hayla (Extended Mix),Love Somebody Else Feat. Joi Cardwell (Original Mix),8A,12B,1.2173,0.7405,,none,0,0
pool-party,12,35,Escape feat. Hayla (Extended Mix),Lying Together,8A,2A,1.3339,0.4369,,none,0,0
pool-party,12,37,Escape feat. Hayla (Extended Mix),Masala (Pablo Fierro Remix),8A,7A,0.6006,0.8369,adjacent,harmonic,0.7,1
pool-party,12,39,Escape feat. Hayla (Extended Mix),Never Sleep Again (Keinemusik Remix),8A,6A,1.329,0.6354,,none,0,0
pool-party,12,40,Escape feat. Hayla (Extended Mix),Neverender (Extended),8A,11A,1.1165,0.7346,,none,0,0
pool-party,12,43,Escape feat. Hayla (Extended Mix),Ocean Drive (Extended Mix),8A,1A,1.3902,0.7987,,none,0,0
pool-party,12,46,Escape feat. Hayla (Extended Mix),Preach The World (Original Mix),8A,12A,0.7659,0.7598,,none,0,0
pool-party,12,47,Escape feat. Hayla (Extended Mix),Promiscuous [AV Edit],8A,3A,1.2173,0.8066,,none,0,0
pool-party,12,54,Escape feat. Hayla (Extended Mix),Slow Down (James Cole Remix),8A,9A,1.316,0.6668,adjacent,harmonic,0.7,1
pool-party,12,56,Escape feat. Hayla (Extended Mix),Sordid Affair (Maceo Plex Mix),8A,3A,1.2851,0.6805,,none,0,0
pool-party,12,57,Escape feat. Hayla (Extended Mix),Stones Throw (Original Mix),8A,8A,1.1006,0.743,same,harmonic,1,1
pool-party,12,62,Escape feat. Hayla (Extended Mix),The Way You Move (Original Mix),8A,5A,0.9028,0.859,,none,0,0
pool-party,12,63,Escape feat. Hayla (Extended Mix),There's Never Been (No One Like You)(P's Sunrise Edit),8A,10B,1.3902,0.2608,,none,0,0
pool-party,12,66,Escape feat. Hayla (Extended Mix),Walk The Line (Extended Mix),8A,9A,1.1006,0.6263,adjacent,harmonic,0.7,1
pool-party,12,69,Escape feat. Hayla (Extended Mix),What Can I Do,8A,8A,1.5754,0.568,same,harmonic,1,1
pool-party,12,70,Escape feat. Hayla (Extended Mix),What I Might Do,8A,5A,0.9086,0.9207,,none,0,0
pool-party,12,72,Escape feat. Hayla (Extended Mix),Where the Subtle Meets Infinity (Original Mix),8A,1A,0.6035,0.2556,,none,0,0
pool-party,13,15,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Feel The Game (Extended Remix),11A,1A,0.3003,0.3329,,none,0,0
pool-party,13,17,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Final Credits (Original Mix),11A,4A,1.2071,0.7927,,none,0,0
pool-party,13,18,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Give Life Back to Music (Original Mix),11A,8A,0.8351,0.5463,,none,0,0
pool-party,13,20,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Hit The Ground  (Extended Mix),11A,6A,0.3003,0.469,,none,0,0
pool-party,13,22,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),I Remember (Original Mix),11A,10A,1.197,0.8412,adjacent,harmonic,0.7,1
pool-party,13,24,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Illusory (Extended Mix),11A,1A,1.0462,0.5743,,none,0,0
pool-party,13,25,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),It's A Memory (Amtrac Remix),11A,2A,0.7682,0.5047,,none,0,0
pool-party,13,29,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Just a Bitter Love,11A,6A,0.4657,0.3495,,none,0,0
pool-party,13,32,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Love Somebody Else Feat. Joi Cardwell (Original Mix),11A,12B,0.3003,0.8101,,none,0,0
pool-party,13,35,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Lying Together,11A,2A,1.1224,0.54,,none,0,0
pool-party,13,37,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Masala (Pablo Fierro Remix),11A,7A,1.1006,0.901,,none,0,0
pool-party,13,39,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Never Sleep Again (Keinemusik Remix),11A,6A,0.6121,0.9097,,none,0,0
pool-party,13,40,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Neverender (Extended),11A,11A,2.0224,0.8049,same,harmonic,1,1
pool-party,13,43,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Ocean Drive (Extended Mix),11A,1A,0.6006,0.8781,,none,0,0
pool-party,13,46,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Preach The World (Original Mix),11A,12A,1.2559,0.8405,adjacent,harmonic,0.7,1
pool-party,13,47,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Promiscuous [AV Edit],11A,3A,0.3003,0.8803,,none,0,0
pool-party,13,54,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Slow Down (James Cole Remix),11A,9A,0.5832,0.9162,,none,0,0
pool-party,13,56,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Sordid Affair (Maceo Plex Mix),11A,3A,0.5096,0.9384,,none,0,0
pool-party,13,57,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Stones Throw (Original Mix),11A,8A,0,0.8123,,none,0,0
pool-party,13,62,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),The Way You Move (Original Mix),11A,5A,1.1665,0.7306,,none,0,0
pool-party,13,63,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),There's Never Been (No One Like You)(P's Sunrise Edit),11A,10B,0.6006,0.5001,,none,0,0
pool-party,13,66,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Walk The Line (Extended Mix),11A,9A,0,0.88,,none,0,0
pool-party,13,69,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),What Can I Do,11A,8A,1.0441,0.6459,,none,0,0
pool-party,13,70,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),What I Might Do,11A,5A,1.1165,0.8137,,none,0,0
pool-party,13,72,Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),Where the Subtle Meets Infinity (Original Mix),11A,1A,1.0441,0.4775,,none,0,0
pool-party,15,17,Feel The Game (Extended Remix),Final Credits (Original Mix),1A,4A,1.2439,0.5037,,none,0,0
pool-party,15,18,Feel The Game (Extended Remix),Give Life Back to Music (Original Mix),1A,8A,0.7792,0.6838,,none,0,0
pool-party,15,20,Feel The Game (Extended Remix),Hit The Ground  (Extended Mix),1A,6A,0,0.8804,,none,0,0
pool-party,15,22,Feel The Game (Extended Remix),I Remember (Original Mix),1A,10A,1.1587,0.423,,none,0,0
pool-party,15,24,Feel The Game (Extended Remix),Illusory (Extended Mix),1A,1A,1.0022,0.7634,same,harmonic,1,1
pool-party,15,25,Feel The Game (Extended Remix),It's A Memory (Amtrac Remix),1A,2A,0.7071,0.7106,adjacent,harmonic,0.7,1
pool-party,15,29,Feel The Game (Extended Remix),Just a Bitter Love,1A,6A,0.356,0.8602,,none,0,0
pool-party,15,32,Feel The Game (Extended Remix),Love Somebody Else Feat. Joi Cardwell (Original Mix),1A,12B,0,0.4859,,none,0,0
pool-party,15,35,Feel The Game (Extended Remix),Lying Together,1A,2A,1.0815,0.6083,adjacent,harmonic,0.7,1
pool-party,15,37,Feel The Game (Extended Remix),Masala (Pablo Fierro Remix),1A,7A,1.0588,0.29,,none,0,0
pool-party,15,39,Feel The Game (Extended Remix),Never Sleep Again (Keinemusik Remix),1A,6A,0.5333,0.4519,,none,0,0
pool-party,15,40,Feel The Game (Extended Remix),Neverender (Extended),1A,11A,2,0.314,,none,0,0
pool-party,15,43,Feel The Game (Extended Remix),Ocean Drive (Extended Mix),1A,1A,0.3003,0.3667,same,harmonic,1,1
pool-party,15,46,Feel The Game (Extended Remix),Preach The World (Original Mix),1A,12A,1.2195,0.4045,adjacent,harmonic,0.7,1
pool-party,15,47,Feel The Game (Extended Remix),Promiscuous [AV Edit],1A,3A,0,0.3566,,none,0,0
pool-party,15,54,Feel The Game (Extended Remix),Slow Down (James Cole Remix),1A,9A,0.5,0.4622,,none,0,0
pool-party,15,56,Feel The Game (Extended Remix),Sordid Affair (Maceo Plex Mix),1A,3A,0.4118,0.4062,,none,0,0
pool-party,15,57,Feel The Game (Extended Remix),Stones Throw (Original Mix),1A,8A,0.3003,0.336,,none,0,0
pool-party,15,62,Feel The Game (Extended Remix),The Way You Move (Original Mix),1A,5A,1.0441,0.2961,,none,0,0
pool-party,15,63,Feel The Game (Extended Remix),There's Never Been (No One Like You)(P's Sunrise Edit),1A,10B,0.3003,0.7926,,none,0,0
pool-party,15,66,Feel The Game (Extended Remix),Walk The Line (Extended Mix),1A,9A,0.3003,0.4071,,none,0,0
pool-party,15,69,Feel The Game (Extended Remix),What Can I Do,1A,8A,1,0.5669,,none,0,0
pool-party,15,70,Feel The Game (Extended Remix),What I Might Do,1A,5A,0.9879,0.3479,,none,0,0
pool-party,15,72,Feel The Game (Extended Remix),Where the Subtle Meets Infinity (Original Mix),1A,1A,1,0.8018,same,harmonic,1,1
pool-party,17,18,Final Credits (Original Mix),Give Life Back to Music (Original Mix),4A,8A,0.5705,0.8167,,none,0,0
pool-party,17,20,Final Credits (Original Mix),Hit The Ground  (Extended Mix),4A,6A,1.2439,0.5723,,none,0,0
pool-party,17,22,Final Credits (Original Mix),I Remember (Original Mix),4A,10A,0.9587,0.8411,,none,0,0
pool-party,17,24,Final Credits (Original Mix),Illusory (Extended Mix),4A,1A,0.6,0.681,,none,0,0
pool-party,17,25,Final Credits (Original Mix),It's A Memory (Amtrac Remix),4A,2A,0.6962,0.7006,,none,0,0
pool-party,17,29,Final Credits (Original Mix),Just a Bitter Love,4A,6A,0.9025,0.5626,,none,0,0
pool-party,17,32,Final Credits (Original Mix),Love Somebody Else Feat. Joi Cardwell (Original Mix),4A,12B,1.2439,0.6569,,none,0,0
pool-party,17,35,Final Credits (Original Mix),Lying Together,4A,2A,0.9567,0.7235,,none,0,0
pool-party,17,37,Final Credits (Original Mix),Masala (Pablo Fierro Remix),4A,7A,0.5348,0.8967,,none,0,0
pool-party,17,39,Final Credits (Original Mix),Never Sleep Again (Keinemusik Remix),4A,6A,1.1683,0.8352,,none,0,0
pool-party,17,40,Final Credits (Original Mix),Neverender (Extended),4A,11A,1.0233,0.846,,none,0,0
pool-party,17,43,Final Credits (Original Mix),Ocean Drive (Extended Mix),4A,1A,1.3482,0.7042,,none,0,0
pool-party,17,46,Final Credits (Original Mix),Preach The World (Original Mix),4A,12A,0.3021,0.9432,,none,0,0
pool-party,17,47,Final Credits (Original Mix),Promiscuous [AV Edit],4A,3A,1.2439,0.7121,adjacent,harmonic,0.7,1
pool-party,17,54,Final Credits (Original Mix),Slow Down (James Cole Remix),4A,9A,1.4949,0.7255,,none,0,0
pool-party,17,56,Final Credits (Original Mix),Sordid Affair (Maceo Plex Mix),4A,3A,1.1647,0.8377,adjacent,harmonic,0.7,1
pool-party,17,57,Final Credits (Original Mix),Stones Throw (Original Mix),4A,8A,1.2071,0.6592,,none,0,0
pool-party,17,62,Final Credits (Original Mix),The Way You Move (Original Mix),4A,5A,0.7535,0.7647,adjacent,harmonic,0.7,1
pool-party,17,63,Final Credits (Original Mix),There's Never Been (No One Like You)(P's Sunrise Edit),4A,10B,1.3482,0.6017,,none,0,0
pool-party,17,66,Final Credits (Original Mix),Walk The Line (Extended Mix),4A,9A,1.2071,0.6946,,none,0,0
pool-party,17,69,Final Credits (Original Mix),What Can I Do,4A,8A,1.2931,0.6664,,none,0,0
pool-party,17,70,Final Credits (Original Mix),What I Might Do,4A,5A,0.7655,0.8249,adjacent,harmonic,0.7,1
pool-party,17,72,Final Credits (Original Mix),Where the Subtle Meets Infinity (Original Mix),4A,1A,0.5452,0.5928,,none,0,0
pool-party,18,20,Give Life Back to Music (Original Mix),Hit The Ground  (Extended Mix),8A,6A,0.7792,0.602,,none,0,0
pool-party,18,22,Give Life Back to Music (Original Mix),I Remember (Original Mix),8A,10A,1.0063,0.6267,,none,0,0
pool-party,18,24,Give Life Back to Music (Original Mix),Illusory (Extended Mix),8A,1A,0.6252,0.57,,none,0,0
pool-party,18,25,Give Life Back to Music (Original Mix),It's A Memory (Amtrac Remix),8A,2A,0.1506,0.887,,none,0,0
pool-party,18,29,Give Life Back to Music (Original Mix),Just a Bitter Love,8A,6A,0.4428,0.7503,,none,0,0
pool-party,18,32,Give Life Back to Music (Original Mix),Love Somebody Else Feat. Joi Cardwell (Original Mix),8A,12B,0.7792,0.5623,,none,0,0
pool-party,18,35,Give Life Back to Music (Original Mix),Lying Together,8A,2A,0.6006,0.7466,,none,0,0
pool-party,18,37,Give Life Back to Music (Original Mix),Masala (Pablo Fierro Remix),8A,7A,0.6107,0.6505,adjacent,harmonic,0.7,1
pool-party,18,39,Give Life Back to Music (Original Mix),Never Sleep Again (Keinemusik Remix),8A,6A,0.6461,0.5965,,none,0,0
pool-party,18,40,Give Life Back to Music (Original Mix),Neverender (Extended),8A,11A,1.4308,0.7044,,none,0,0
pool-party,18,43,Give Life Back to Music (Original Mix),Ocean Drive (Extended Mix),8A,1A,0.8351,0.5949,,none,0,0
pool-party,18,46,Give Life Back to Music (Original Mix),Preach The World (Original Mix),8A,12A,0.4857,0.7279,,none,0,0
pool-party,18,47,Give Life Back to Music (Original Mix),Promiscuous [AV Edit],8A,3A,0.7792,0.596,,none,0,0
pool-party,18,54,Give Life Back to Music (Original Mix),Slow Down (James Cole Remix),8A,9A,1.1409,0.493,adjacent,harmonic,0.7,1
pool-party,18,56,Give Life Back to Music (Original Mix),Sordid Affair (Maceo Plex Mix),8A,3A,0.6408,0.6038,,none,0,0
pool-party,18,57,Give Life Back to Music (Original Mix),Stones Throw (Original Mix),8A,8A,0.8351,0.5647,same,harmonic,1,1
pool-party,18,62,Give Life Back to Music (Original Mix),The Way You Move (Original Mix),8A,5A,0.646,0.6609,,none,0,0
pool-party,18,63,Give Life Back to Music (Original Mix),There's Never Been (No One Like You)(P's Sunrise Edit),8A,10B,0.8351,0.6341,,none,0,0
pool-party,18,66,Give Life Back to Music (Original Mix),Walk The Line (Extended Mix),8A,9A,0.8351,0.4559,adjacent,harmonic,0.7,1
pool-party,18,69,Give Life Back to Music (Original Mix),What Can I Do,8A,8A,0.8475,0.5599,same,harmonic,1,1
pool-party,18,70,Give Life Back to Music (Original Mix),What I Might Do,8A,5A,0.6152,0.7179,,none,0,0
pool-party,18,72,Give Life Back to Music (Original Mix),Where the Subtle Meets Infinity (Original Mix),8A,1A,0.572,0.5025,,none,0,0
pool-party,20,22,Hit The Ground  (Extended Mix),I Remember (Original Mix),6A,10A,1.1587,0.5065,,none,0,0
pool-party,20,24,Hit The Ground  (Extended Mix),Illusory (Extended Mix),6A,1A,1.0022,0.8312,,none,0,0
pool-party,20,25,Hit The Ground  (Extended Mix),It's A Memory (Amtrac Remix),6A,2A,0.7071,0.6256,,none,0,0
pool-party,20,29,Hit The Ground  (Extended Mix),Just a Bitter Love,6A,6A,0.356,0.7573,same,harmonic,1,1
pool-party,20,32,Hit The Ground  (Extended Mix),Love Somebody Else Feat. Joi Cardwell (Original Mix),6A,12B,0,0.4278,,none,0,0
pool-party,20,35,Hit The Ground  (Extended Mix),Lying Together,6A,2A,1.0815,0.7076,,none,0,0
pool-party,20,37,Hit The Ground  (Extended Mix),Masala (Pablo Fierro Remix),6A,7A,1.0588,0.4168,adjacent,harmonic,0.7,1
pool-party,20,39,Hit The Ground  (Extended Mix),Never Sleep Again (Keinemusik Remix),6A,6A,0.5333,0.5656,same,harmonic,1,1
pool-party,20,40,Hit The Ground  (Extended Mix),Neverender (Extended),6A,11A,2,0.4513,,none,0,0
pool-party,20,43,Hit The Ground  (Extended Mix),Ocean Drive (Extended Mix),6A,1A,0.3003,0.3229,,none,0,0
pool-party,20,46,Hit The Ground  (Extended Mix),Preach The World (Original Mix),6A,12A,1.2195,0.523,,none,0,0
pool-party,20,47,Hit The Ground  (Extended Mix),Promiscuous [AV Edit],6A,3A,0,0.3139,,none,0,0
pool-party,20,54,Hit The Ground  (Extended Mix),Slow Down (James Cole Remix),6A,9A,0.5,0.5534,,none,0,0
