id_a,id_b,distance
27,73,0.561
28,29,0.6982
28,30,0.5582
28,31,0.5096
28,32,0.6006
28,33,0.3003
28,34,0.7494
28,35,1.0815
28,36,0.3003
28,37,1.0588
28,38,1.0017
28,39,0.5333
28,40,2
28,41,0.3003
28,42,0
28,43,0
28,44,0
28,45,0.9292
28,46,1.2195
28,47,0.6006
28,48,0.5306
28,49,0.3003
28,50,1
28,51,0.6019
28,52,0.3003
28,53,1.0017
28,54,0.5832
28,55,1.125
28,56,0.4118
28,57,0.3003
28,58,1.1111
28,59,0.6839
28,60,0.6006
28,61,1.0516
28,62,1
28,63,0
28,64,0
28,65,1.2691
28,66,0
28,67,2
28,68,0.7071
28,69,1
28,70,1.1165
28,71,1.2233
28,72,1
28,73,0.6866
29,30,0.7457
29,31,0.3346
29,32,0.356
29,33,0.4657
29,34,0.9365
29,35,1.0642
29,36,0.4657
29,37,0.9501
29,38,0.9159
29,39,0.7991
29,40,1.776
29,41,0.4657
29,42,0.6982
29,43,0.6982
29,44,0.6982
29,45,0.6546
29,46,1.0521
29,47,0.356
29,48,0.7195
29,49,0.4657
29,50,1.3181
29,51,0.3937
29,52,0.4657
29,53,0.9159
29,54,0.7694
29,55,1.0015
29,56,0.7444
29,57,0.4657
29,58,0.9906
29,59,1.0683
29,60,0.356
29,61,0.9483
29,62,0.906
29,63,0.6982
29,64,0.6982
29,65,0.9138
29,66,0.6982
29,67,1.776
29,68,1.0935
29,69,1.1124
29,70,0.6206
29,71,0.8718
29,72,0.906
29,73,1.0713
30,31,0.6253
30,32,0.5582
30,33,0.4706
30,34,1.0787
30,35,1.5564
30,36,0.4706
30,37,1.197
30,38,1.1224
30,39,1.0479
30,40,2.0764
30,41,0.4706
30,42,0.5582
30,43,0.5582
30,44,0.5582
30,45,0.9554
30,46,1.4972
30,47,0.5582
30,48,0.0331
30,49,0.4706
30,50,0.6087
30,51,0.5597
30,52,0.4706
30,53,1.1224
30,54,0.0294
30,55,1.2559
30,56,0.9321
30,57,0.4706
30,58,1.2435
30,59,1.118
30,60,0.5582
30,61,1.4759
30,62,1.1453
30,63,0.5582
30,64,0.5582
30,65,1.0445
30,66,0.5582
30,67,2.0764
30,68,1.1324
30,69,1.5009
30,70,1.0943
30,71,0.9884
30,72,1.1453
30,73,1.1197
31,32,0.5096
31,33,0.4118
31,34,1.0142
31,35,1.0441
31,36,0.4118
31,37,0.7133
31,38,0.6631
31,39,0.7377
31,40,1.6164
31,41,0.4118
31,42,0.5096
31,43,0.5096
31,44,0.5096
31,45,0.4713
31,46,0.9057
31,47,0.5096
31,48,0.6008
31,49,0.4118
31,50,1.1224
31,51,0.5425
31,52,0.4118
31,53,0.6631
31,54,0.6477
31,55,0.7739
31,56,0.6552
31,57,0.4118
31,58,0.7611
31,59,1.0544
31,60,0.5096
31,61,1.0403
31,62,0.6605
31,63,0.5096
31,64,0.5096
31,65,0.8284
31,66,0.5096
31,67,1.6164
31,68,1.0824
31,69,1.1224
31,70,0.6087
31,71,0.7877
31,72,0.6605
31,73,1.0577
32,33,0.3003
32,34,0.7494
32,35,1.237
32,36,0.3003
32,37,1.2173
32,38,1.168
32,39,0.8032
32,40,2.0882
32,41,0.3003
32,42,0.6006
32,43,0.6006
32,44,0.6006
32,45,0.9292
32,46,1.3593
32,47,0
32,48,0.5306
32,49,0.3003
32,50,1.1665
32,51,0.04
32,52,0.3003
32,53,1.168
32,54,0.5832
32,55,1.2753
32,56,0.7282
32,57,0.3003
32,58,1.263
32,59,0.9102
32,60,0
32,61,1.0516
32,62,1.1665
32,63,0.6006
32,64,0.6006
32,65,1.118
32,66,0.6006
32,67,2.0882
32,68,0.9278
32,69,1.1665
32,70,0.9412
32,71,1.0657
32,72,1.1665
32,73,0.9122
33,34,0.6866
33,35,1.1224
33,36,0
33,37,1.1006
33,38,1.0458
33,39,0.6121
33,40,2.0224
33,41,0
33,42,0.3003
33,43,0.3003
33,44,0.3003
33,45,0.8793
33,46,1.2559
33,47,0.3003
33,48,0.4375
33,49,0
33,50,1.0441
33,51,0.303
33,52,0
33,53,1.0458
33,54,0.5
33,55,1.1644
33,56,0.5096
33,57,0
33,58,1.151
33,59,0.747
33,60,0.3003
33,61,1.0078
33,62,1.0441
33,63,0.3003
33,64,0.3003
33,65,1.1577
33,66,0.3003
33,67,2.0224
33,68,0.7682
33,69,1.0441
33,70,0.9879
33,71,1.1072
33,72,1.0441
33,73,0.7494
34,35,1.0577
34,36,0.6866
34,37,1.6369
34,38,1.6016
34,39,0.5592
34,40,2.5385
34,41,0.6866
34,42,0.7494
34,43,0.7494
34,44,0.7494
34,45,1.468
34,46,1.6239
34,47,0.7494
34,48,1.049
34,49,0.6866
34,50,1.6005
34,51,0.725
34,52,0.6866
34,53,1.6016
34,54,1.1052
34,55,1.6988
34,56,0.5652
34,57,0.6866
34,58,1.6858
34,59,0.3003
34,60,0.7494
34,61,0.7776
34,62,1.582
34,63,0.7494
34,64,0.7494
34,65,1.8036
34,66,0.7494
34,67,2.5385
34,68,0.3017
34,69,0.7494
34,70,1.5275
34,71,1.7559
34,72,1.582
34,73,0.3003
35,36,1.1224
35,37,1.1911
35,38,1.2113
35,39,0.6224
35,40,1.8768
35,41,1.1224
35,42,1.0815
35,43,1.0815
35,44,1.0815
35,45,1.2191
35,46,0.8882
35,47,1.237
35,48,1.5252
35,49,1.1224
35,50,2.0419
35,51,1.2509
35,52,1.1224
35,53,1.2113
35,54,1.5842
35,55,1.2283
35,56,0.718
35,57,1.1224
35,58,1.2203
35,59,1.0108
35,60,1.237
35,61,0.4152
35,62,1.1602
35,63,1.0815
35,64,1.0815
35,65,1.7195
35,66,1.0815
35,67,1.8768
35,68,1.0399
35,69,0.4118
35,70,1.281
35,71,1.7003
35,72,1.1602
35,73,1.0142
36,37,1.1006
36,38,1.0458
36,39,0.6121
36,40,2.0224
36,41,0
36,42,0.3003
36,43,0.3003
36,44,0.3003
36,45,0.8793
36,46,1.2559
36,47,0.3003
36,48,0.4375
36,49,0
36,50,1.0441
36,51,0.303
36,52,0
36,53,1.0458
36,54,0.5
36,55,1.1644
36,56,0.5096
36,57,0
36,58,1.151
36,59,0.747
36,60,0.3003
36,61,1.0078
36,62,1.0441
36,63,0.3003
36,64,0.3003
36,65,1.1577
36,66,0.3003
36,67,2.0224
36,68,0.7682
36,69,1.0441
36,70,0.9879
36,71,1.1072
36,72,1.0441
36,73,0.7494
37,38,0.0832
37,39,1.1856
37,40,0.9412
37,41,1.1006
37,42,1.0588
37,43,1.0588
37,44,1.0588
37,45,0.3627
37,46,0.4752
37,47,1.2173
37,48,1.1844
37,49,1.1006
37,50,1.4564
37,51,1.2523
37,52,1.1006
37,53,0.0832
37,54,1.2088
37,55,0.0662
37,56,1.1361
37,57,1.1006
37,58,0.0523
37,59,1.6053
37,60,1.2173
37,61,1.4008
37,62,0.0588
37,63,1.0588
37,64,1.0588
37,65,0.7837
37,66,1.0588
37,67,0.9412
37,68,1.637
37,69,1.4564
37,70,0.612
37,71,0.7903
37,72,0.0588
37,73,1.6091
38,39,1.1622
38,40,1.0017
38,41,1.0458
38,42,1.0017
38,43,1.0017
38,44,1.0017
38,45,0.3265
38,46,0.544
38,47,1.168
38,48,1.1107
38,49,1.0458
38,50,1.3732
38,51,1.2024
38,52,1.0458
38,53,0
38,54,1.1335
38,55,0.1381
38,56,1.1052
38,57,1.0458
38,58,0.1257
38,59,1.5695
38,60,1.168
38,61,1.406
38,62,0.0588
38,63,1.0017
38,64,1.0017
38,65,0.7452
38,66,1.0017
38,67,1.0017
38,68,1.6007
38,69,1.4564
38,70,0.6063
38,71,0.7475
38,72,0.0588
38,73,1.5732
39,40,2.0699
39,41,0.6121
39,42,0.5333
39,43,0.5333
39,44,0.5333
39,45,1.1138
39,46,1.1267
39,47,0.8032
39,48,1.0162
39,49,0.6121
39,50,1.5333
39,51,0.8042
39,52,0.6121
39,53,1.1622
39,54,1.0761
39,55,1.245
39,56,0.1216
39,57,0.6121
39,58,1.2325
39,59,0.4679
39,60,0.8032
39,61,0.5688
39,62,1.1333
39,63,0.5333
39,64,0.5333
39,65,1.5584
39,66,0.5333
39,67,2.0699
39,68,0.5011
39,69,0.4667
39,70,1.2373
39,71,1.5213
39,72,1.1333
39,73,0.4718
40,41,2.0224
40,42,2
40,43,2
40,44,2
40,45,1.1676
40,46,0.9935
40,47,2.0882
40,48,2.0692
40,49,2.0224
40,50,2.2361
40,51,2.1266
40,52,2.0224
40,53,1.0017
40,54,2.0833
40,55,0.875
40,56,2.0419
40,57,2.0224
40,58,0.8889
40,59,2.5168
40,60,2.0882
40,61,2.1461
40,62,1
40,63,2
40,64,2
40,65,1.2691
40,66,2
40,67,0
40,68,2.5495
40,69,2.2361
40,70,1.2173
40,71,1.316
40,72,1
40,73,2.5207
41,42,0.3003
41,43,0.3003
41,44,0.3003
41,45,0.8793
41,46,1.2559
41,47,0.3003
41,48,0.4375
41,49,0
41,50,1.0441
41,51,0.303
41,52,0
41,53,1.0458
41,54,0.5
41,55,1.1644
41,56,0.5096
41,57,0
41,58,1.151
41,59,0.747
41,60,0.3003
41,61,1.0078
41,62,1.0441
41,63,0.3003
41,64,0.3003
41,65,1.1577
41,66,0.3003
41,67,2.0224
41,68,0.7682
41,69,1.0441
41,70,0.9879
41,71,1.1072
41,72,1.0441
41,73,0.7494
42,43,0
42,44,0
42,45,0.9292
42,46,1.2195
42,47,0.6006
42,48,0.5306
42,49,0.3003
42,50,1
42,51,0.6019
42,52,0.3003
42,53,1.0017
42,54,0.5832
42,55,1.125
42,56,0.4118
42,57,0.3003
42,58,1.1111
42,59,0.6839
42,60,0.6006
42,61,1.0516
42,62,1
42,63,0
42,64,0
42,65,1.2691
42,66,0
42,67,2
42,68,0.7071
42,69,1
42,70,1.1165
42,71,1.2233
42,72,1
42,73,0.6866
43,44,0
43,45,0.9292
43,46,1.2195
43,47,0.6006
43,48,0.5306
43,49,0.3003
43,50,1
43,51,0.6019
43,52,0.3003
43,53,1.0017
43,54,0.5832
43,55,1.125
43,56,0.4118
43,57,0.3003
43,58,1.1111
43,59,0.6839
43,60,0.6006
43,61,1.0516
43,62,1
43,63,0
43,64,0
43,65,1.2691
43,66,0
43,67,2
43,68,0.7071
43,69,1
43,70,1.1165
43,71,1.2233
43,72,1
43,73,0.6866
44,45,0.9292
44,46,1.2195
44,47,0.6006
44,48,0.5306
44,49,0.3003
44,50,1
44,51,0.6019
44,52,0.3003
44,53,1.0017
44,54,0.5832
44,55,1.125
44,56,0.4118
44,57,0.3003
44,58,1.1111
44,59,0.6839
44,60,0.6006
44,61,1.0516
44,62,1
44,63,0
44,64,0
44,65,1.2691
44,66,0
44,67,2
44,68,0.7071
44,69,1
44,70,1.1165
44,71,1.2233
44,72,1
44,73,0.6866
45,46,0.6808
45,47,0.9292
45,48,0.9426
45,49,0.8793
45,50,1.2998
45,51,0.9669
45,52,0.8793
45,53,0.3265
45,54,0.9676
45,55,0.4003
45,56,1.051
45,57,0.8793
45,58,0.3918
45,59,1.4949
45,60,0.9292
45,61,1.3206
45,62,0.3367
45,63,0.9292
45,64,0.9292
45,65,0.5257
45,66,0.9292
45,67,1.1676
45,68,1.5249
45,69,1.4273
45,70,0.3196
45,71,0.5149
45,72,0.3367
45,73,1.4984
46,47,1.3593
46,48,1.4766
46,49,1.2559
46,50,1.8516
46,51,1.3926
46,52,1.2559
46,53,0.544
46,54,1.5159
46,55,0.4706
46,56,1.1265
46,57,1.2559
46,58,0.4708
46,59,1.5919
46,60,1.3593
46,61,1.1707
46,62,0.4869
46,63,1.2195
46,64,1.2195
46,65,1.1482
46,66,1.2195
46,67,0.9935
46,68,1.6253
46,69,1.2433
46,70,0.7848
46,71,1.1561
46,72,0.4869
46,73,1.5959
47,48,0.5306
47,49,0.3003
47,50,1.1665
47,51,0.04
47,52,0.3003
47,53,1.168
47,54,0.5832
47,55,1.2753
47,56,0.7282
47,57,0.3003
47,58,1.263
47,59,0.9102
47,60,0
47,61,1.0516
47,62,1.1665
47,63,0.6006
47,64,0.6006
47,65,1.118
47,66,0.6006
47,67,2.0882
47,68,0.9278
47,69,1.1665
47,70,0.9412
47,71,1.0657
47,72,1.1665
47,73,0.9122
48,49,0.4375
48,50,0.6376
48,51,0.5322
48,52,0.4375
48,53,1.1107
48,54,0.0625
48,55,1.2439
48,56,0.9008
48,57,0.4375
48,58,1.2313
48,59,1.0894
48,60,0.5306
48,61,1.4429
48,62,1.1321
48,63,0.5306
48,64,0.5306
48,65,1.046
48,66,0.5306
48,67,2.0692
48,68,1.1041
48,69,1.4685
48,70,1.0805
48,71,0.9899
48,72,1.1321
48,73,1.0911
49,50,1.0441
49,51,0.303
49,52,0
49,53,1.0458
49,54,0.5
49,55,1.1644
49,56,0.5096
49,57,0
49,58,1.151
49,59,0.747
49,60,0.3003
49,61,1.0078
49,62,1.0441
49,63,0.3003
49,64,0.3003
49,65,1.1577
49,66,0.3003
49,67,2.0224
49,68,0.7682
49,69,1.0441
49,70,0.9879
49,71,1.1072
49,72,1.0441
49,73,0.7494
50,51,1.1672
50,52,1.0441
50,53,1.3732
50,54,0.5832
50,55,1.5052
50,56,1.4118
50,57,1.0441
50,58,1.4948
50,59,1.5709
50,60,1.1665
50,61,2.0263
50,62,1.4142
50,63,1
50,64,1
50,65,1.2691
50,66,1
50,67,2.2361
50,68,1.5811
50,69,2
50,70,1.4988
50,71,1.2233
50,72,1.4142
50,73,1.5721
51,52,0.303
51,53,1.2024
51,54,0.5846
51,55,1.3107
51,56,0.7293
51,57,0.303
51,58,1.2984
51,59,0.8904
51,60,0.04
51,61,1.0571
51,62,1.201
51,63,0.6019
51,64,0.6019
51,65,1.1539
51,66,0.6019
51,67,2.1266
51,68,0.9068
51,69,1.1672
51,70,0.9812
51,71,1.1012
51,72,1.201
51,73,0.8923
52,53,1.0458
52,54,0.5
52,55,1.1644
52,56,0.5096
52,57,0
52,58,1.151
52,59,0.747
52,60,0.3003
52,61,1.0078
52,62,1.0441
52,63,0.3003
52,64,0.3003
52,65,1.1577
52,66,0.3003
52,67,2.0224
52,68,0.7682
52,69,1.0441
52,70,0.9879
52,71,1.1072
52,72,1.0441
52,73,0.7494
53,54,1.1335
53,55,0.1381
53,56,1.1052
53,57,1.0458
53,58,0.1257
53,59,1.5695
53,60,1.168
53,61,1.406
53,62,0.0588
53,63,1.0017
53,64,1.0017
53,65,0.7452
53,66,1.0017
53,67,1.0017
53,68,1.6007
53,69,1.4564
53,70,0.6063
53,71,0.7475
53,72,0.0588
53,73,1.5732
54,55,1.2672
54,56,0.9599
54,57,0.5
54,58,1.2549
54,59,1.1437
54,60,0.5832
54,61,1.5052
54,62,1.1577
54,63,0.5832
54,64,0.5832
54,65,1.0441
54,66,0.5832
54,67,2.0833
54,68,1.1577
54,69,1.5298
54,70,1.1072
54,71,0.9879
54,72,1.1577
54,73,1.1453
55,56,1.198
55,57,1.1644
55,58,0.0139
55,59,1.6684
55,60,1.2753
55,61,1.4457
55,62,0.125
55,63,1.125
55,64,1.125
55,65,0.7914
55,66,1.125
55,67,0.875
55,68,1.7002
55,69,1.5052
55,70,0.6281
55,71,0.8028
55,72,0.125
55,73,1.6721
56,57,0.5096
56,58,1.185
56,59,0.4749
56,60,0.7282
56,61,0.6722
56,62,1.0815
56,63,0.4118
56,64,0.4118
56,65,1.4806
56,66,0.4118
56,67,2.0419
56,68,0.5077
56,69,0.5882
56,70,1.19
56,71,1.4415
56,72,1.0815
56,73,0.4788
57,58,1.151
57,59,0.747
57,60,0.3003
57,61,1.0078
57,62,1.0441
57,63,0.3003
57,64,0.3003
57,65,1.1577
57,66,0.3003
57,67,2.0224
57,68,0.7682
57,69,1.0441
57,70,0.9879
57,71,1.1072
57,72,1.0441
57,73,0.7494
58,59,1.6551
58,60,1.263
58,61,1.4362
58,62,0.1111
58,63,1.1111
58,64,1.1111
58,65,0.7893
58,66,1.1111
58,67,0.8889
58,68,1.6869
58,69,1.4948
58,70,0.6242
58,71,0.7997
58,72,0.1111
58,73,1.6588
59,60,0.9102
59,61,0.8308
59,62,1.5496
59,63,0.6839
59,64,0.6839
59,65,1.874
59,66,0.6839
59,67,2.5168
59,68,0.0333
59,69,0.6839
59,70,1.6102
59,71,1.8283
59,72,1.5496
59,73,0.0039
60,61,1.0516
60,62,1.1665
60,63,0.6006
60,64,0.6006
60,65,1.118
60,66,0.6006
60,67,2.0882
60,68,0.9278
60,69,1.1665
60,70,0.9412
60,71,1.0657
60,72,1.1665
60,73,0.9122
61,62,1.3623
61,63,1.0516
61,64,1.0516
61,65,1.7623
61,66,1.0516
61,67,2.1461
61,68,0.8549
61,69,0.3253
61,70,1.3253
61,71,1.7339
61,72,1.3623
61,73,0.8336
62,63,1
62,64,1
62,65,0.7815
62,66,1
62,67,1
62,68,1.5811
62,69,1.4142
62,70,0.6035
62,71,0.7837
62,72,0
62,73,1.5533
63,64,0
63,65,1.2691
63,66,0
63,67,2
63,68,0.7071
63,69,1
63,70,1.1165
63,71,1.2233
63,72,1
63,73,0.6866
64,65,1.2691
64,66,0
64,67,2
64,68,0.7071
64,69,1
64,70,1.1165
64,71,1.2233
64,72,1
64,73,0.6866
65,66,1.2691
65,67,1.2691
65,68,1.9002
65,69,1.9002
65,70,0.5034
65,71,0.0588
65,72,0.7815
65,73,1.8771
66,67,2
66,68,0.7071
66,69,1
66,70,1.1165
66,71,1.2233
66,72,1
66,73,0.6866
67,68,2.5495
67,69,2.2361
67,70,1.2173
67,71,1.316
67,72,1
67,73,2.5207
68,69,0.7071
68,70,1.6394
68,71,1.8541
68,72,1.5811
68,73,0.0294
69,70,1.4988
69,71,1.8699
69,72,1.4142
69,73,0.6866
70,71,0.5
70,72,0.6035
70,73,1.6136
71,72,0.7837
71,73,1.8313
72,73,1.5533
